,Facility Name,Region,Activity Number,Year,Material,January (tons),February (tons),March (tons),April (tons),May (tons),June (tons),July (tons),August (tons),September (tons),October (tons),November (tons),December (tons),Total Year (tons),Tip fees,Facility Type
520,Town of Greece Transfer Station,8.0,[28R04],2019.0,Concrete,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,60.0,NR,Transfer Facility
521,Town of Greece Transfer Station,8.0,[28R04],2019.0,Soil,0.0,0.0,0.0,37.0,88.0,0.0,0.0,40.0,80.0,30.0,0.0,0.0,275.0,NR,Transfer Facility
522,Town of Greece Transfer Station,8.0,[28R04],2019.0,Wood,60.0,60.0,700.0,800.0,780.0,800.0,600.0,400.0,400.0,0.0,0.0,0.0,4600.0,NR,Transfer Facility
523,Town of Greece Transfer Station,8.0,[28R04],2019.0,Metals,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.5,4.5,4.0,26.0,NR,Transfer Facility
524,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,Concrete,514.9,542.0,1422.75,4999.95,1734.4,2710.0,2981.0,3035.2,2493.2,2086.7,1124.65,365.85,24010.6,NR,Transfer Facility
525,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,Masonry,121.95,243.9,94.85,311.65,176.15,230.35,67.75,352.3,271.0,149.05,81.3,284.55,2384.8,NR,Transfer Facility
526,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,Masonry,0.0,0.0,0.0,54.2,27.1,13.55,40.65,0.0,54.2,0.0,13.55,13.55,216.8,NR,Transfer Facility
527,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,"Rock, Stone, and Gravel",0.0,0.0,0.0,0.0,0.0,0.0,514.9,27.1,0.0,0.0,0.0,0.0,542.0,NR,Transfer Facility
528,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,Asphalt and Road Material,13.55,27.1,27.1,223.58,135.5,203.25,54.2,338.75,176.15,325.2,1476.95,108.4,3109.73,NR,Transfer Facility
529,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,Sand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NR,Transfer Facility
530,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,Soil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.85,94.85,NR,Transfer Facility
531,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,Fill,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3,NR,Transfer Facility
532,Villager Aggregates Recycling Center,8.0,[28W14],2019.0,"Rock, Stone, and Gravel",205.605,205.605,205.605,205.605,205.605,205.605,205.605,205.605,205.605,205.605,205.605,205.605,2467.26,NR,Transfer Facility
533,Blydenburgh Road Landfill Complex,1.0,[52D46],2019.0,General C&D Debris,3088.96,2570.92,2933.9,4121.9,4903.17,4293.43,"3963,34",4251.9,3343.15,4498.87,2933.8,3099.92,40039.92,80.0,Landfill Facility
534,Brookhaven Waste Management Facility,1.0,[52T89],2019.0,General C&D Debris,32547.26,25664.19,28334.13,32197.55,31776.63,31912.7,31265.29,33211.57,30400.87,33615.2,28445.44,23042.54,362413.37,NR,Landfill Facility
535,Brookhaven Waste Management Facility,1.0,[52T89],2019.0,Auto Fluff,7308.48,6217.91,6151.61,8792.27,7705.3,10813.32,9750.26,9921.86,8757.24,10498.31,8778.36,8954.64,103649.56,NR,Landfill Facility
536,Brookhaven Waste Management Facility,1.0,[52T89],2019.0,General C&D Debris,835.25,466.26,840.14,1085.47,519.05,736.89,396.8,478.14,716.72,756.28,478.62,656.88,7966.5,NR,Landfill Facility
537,Brookhaven Waste Management Facility,1.0,[52T89],2019.0,Fill,710.85,537.09,312.02,295.81,223.75,422.35,210.58,572.44,337.41,293.51,2216.04,634.99,6766.84,NR,Landfill Facility
538,Our Recycling,1.0,[52W204],2019.0,General C&D Debris,11149.07,6769.07,5740.86,10130.33,12768.73,12028.94,14035.15,13301.13,11541.0,15684.75,9434.68,9683.97,132267.68,NR,Landfill Facility
539,Danskammer Landfill(Mercia),3.0,[36N01],2020.0,Other,4.0,2.0,2.0,2.0,2.0,1.0,2,0.0,0.0,0.0,1.0,0.0,16.0,NR,Landfill Facility
541,Danskammer Landfill(Mercia),3.0,[36N01],2019.0,Fill,0.0,0.0,0.0,0.0,2639.0,5400.0,0,5577.0,3875.0,0.0,0.0,0.0,17491.0,NR,Landfill Facility
542,Danskammer Landfill(Mercia),3.0,[36N01],2019.0,"Rock, Stone, and Gravel",0.0,0.0,0.0,0.0,0.0,0.0,1479,3169.0,1424.0,1605.0,0.0,0.0,7677.0,NR,Landfill Facility
543,Danskammer Landfill(Mercia),3.0,[36N01],2019.0,Other,3.0,0.0,13.0,18.0,8.0,1.0,6,1.0,3.0,0.0,4.0,4.0,61.0,NR,Landfill Facility
544,Belgian Trucking & Excavating LLC,4.0,[20D12],2019.0,Yard Waste,0.0,0.0,200.0,0.0,0.0,0.0,0,40.0,0.0,0.0,0.0,0.0,240.0,NR,Landfill Facility
545,Burton Clark C & D,4.0,[13D02],2020.0,General C&D Debris,0.0,0.0,0.0,0.0,72.0,216.0,48,24.0,0.0,0.0,0.0,0.0,360.0,NR,Landfill Facility
546,Burton Clark C & D,4.0,[13D02],2019.0,General C&D Debris,297.0,0.0,0.0,94.5,108.0,0.0,54,0.0,0.0,0.0,0.0,75.0,628.5,26.25,Landfill Facility
547,Colonie RMW Transfer Station,4.0,[01V26],2020.0,Other,18646.66,17889.18,19149.97,18689.36,18771.28,19606.88,19937.40,18803.8,19045.9,19654.92,17133.4,19532.78,226861.53,NR,Landfill Facility
548,Colonie RMW Transfer Station,4.0,[01V26],2020.0,General C&D Debris,1048.55,957.87,1020.22,1298.28,1279.02,1051.99,1244.74,1120.14,1599.33,1075.21,1161.79,792.79,13649.93,NR,Landfill Facility
549,Colonie RMW Transfer Station,4.0,[01V26],2020.0,Other,815.42,679.19,897.19,735.28,613.6,627.11,688.38,594.92,689.93,702.96,696.25,839.76,8579.99,NR,Landfill Facility
550,Colonie RMW Transfer Station,4.0,[01V26],2020.0,Other,671.78,622.7,647.43,486.89,364.35,279.58,267.85,238.65,258.85,335.0,301.42,236.58,4711.08,NR,Landfill Facility
551,Delaware County SWMF,4.0,[13S18],2019.0,Asbestos,0.0,0.0,0.0,0.33,0.33,0.003,0.003,0.003,0.003,2.89,2.89,2.89,9.34,200.0,Landfill Facility
552,Delaware County SWMF,4.0,[13S18],2019.0,Other,165.74,165.74,165.74,197.94,197.94,197.94,187.35,187.35,187.35,190.7,190.7,190.7,2225.19,NR,Landfill Facility
553,Delaware County SWMF,4.0,[13S18],2019.0,Other,66.51,66.51,66.51,240.24,240.24,240.24,211.68,211.68,211.68,355.26,355.26,355.26,2621.07,NR,Landfill Facility
554,Delaware County SWMF,4.0,[13S18],2019.0,Other,238.82,238.82,238.82,188.77,188.77,188.77,207.64,207.64,207.64,281.82,281.82,281.82,2751.15,NR,Landfill Facility
555,Delaware County SWMF,4.0,[13S18],2019.0,Yard Waste,1013.77,1013.77,1013.77,981.45,981.45,981.45,1046.34,1046.34,1046.34,890.23,890.23,890.23,11795.37,NR,Landfill Facility
556,Dunn C&D LF,4.0,[42D20],2020.0,General C&D Debris,15796.0,12027.29,13604.9,9194.83,12509.09,20375.69,19362.63,19282.49,19614.05,19381.11,15824.99,16122.13,193095.2,NR,Landfill Facility
557,Dunn C&D LF,4.0,[42D20],2019.0,General C&D Debris,38690.0,30388.0,38236.0,47081.0,50512.0,49709.0,47542,24388.0,24388.0,18701.0,13991.0,14691.0,398317.0,NR,Landfill Facility
558,Frost Tree & Brush,4.0,[47D17],2019.0,Yard Waste,0.0,0.0,0.0,0.0,30.0,30.0,50,40.0,15.0,20.0,20.0,15.0,220.0,NR,Landfill Facility
559,Mountain Valley Fuel Woods,4.0,[13D05],2019.0,Yard Waste,3.0,5.0,2.0,0.0,0.0,0.0,2,4.0,3.0,5.0,4.0,4.0,32.0,NR,Landfill Facility
560,Rapp Road Waste Management Facility,4.0,,2019.0,Asbestos,3579.72,1581.31,769.5,1654.16,1375.46,811.12,1478.35,1124.64,458.11,293.87,1681.74,608.67,15416.65,NR,Landfill Facility
561,Rapp Road Waste Management Facility,4.0,,2019.0,General C&D Debris,420.38,345.59,440.82,616.45,828.63,1349.68,1100.71,945.26,734.74,774.83,548.45,545.47,8651.01,NR,Landfill Facility
562,Rapp Road Waste Management Facility,4.0,,2019.0,Other,49.15,31.37,65.01,51.2,27.74,67.39,67.46,820.68,1136.26,53.44,44.79,43.36,2457.85,NR,Landfill Facility
563,Rapp Road Waste Management Facility,4.0,,2019.0,Other,6941.53,6096.92,6478.09,7335.87,7976.75,6477.39,7196.73,6988.81,6610.42,6860.71,6078.79,6225.64,81267.65,NR,Landfill Facility
564,Rapp Road Waste Management Facility,4.0,,2019.0,Other,383.0,304.15,323.31,419.72,499.15,452.95,445.42,433.73,346.58,575.45,413.17,522.36,5118.99,NR,Landfill Facility
565,Vincent Mulyca Stump Dump,4.0,[47D17],2019.0,Yard Waste,0.0,0.0,0.0,15.0,0.0,60.0,28,18.0,0.0,63.0,65.0,0.0,249.0,NR,Landfill Facility
566,Clinton County Landfill,5.0,[10S20],2020.0,General C&D Debris,1715.38,889.32,2152.51,2537.76,3610.93,3229.63,2642.73,2431.27,2813.46,3049.55,2010.63,2528.9,29612.07,NR,Landfill Facility
567,Clinton County Landfill,5.0,[10S20],2020.0,Other,3428.89,3347.05,3634.04,1398.05,1256.95,920.08,900.72,2743.91,1471.94,1266.52,1078.02,775.96,22222.13,NR,Landfill Facility
568,Clinton County Landfill,5.0,[10S20],2020.0,Other,18363.15,14330.85,18018.38,17849.61,16422.57,18668.66,18915.16,18814.82,19936.15,16554.14,8641.38,11450.8,197965.67,NR,Landfill Facility
569,Fulton County Landfill,5.0,[18R10008],2020.0,Asbestos,232.0,269.6,329.8,0.0,0.0,353.4,406.60,230.2,0.0,170.7,217.0,171.0,2380.3,100.0,Landfill Facility
570,Fulton County Landfill,5.0,[18R10008],2020.0,General C&D Debris,493.5,348.3,613.8,670.8,650.8,948.7,932.90,916.1,960.0,862.7,739.8,520.5,8657.9,59.0,Landfill Facility
571,Fulton County Landfill,5.0,[18R10008],2020.0,General C&D Debris,72.2,86.3,122.1,26.4,30.8,113.4,119.00,70.0,112.7,102.4,46.3,45.3,946.9,64.0,Landfill Facility
572,Fulton County Landfill,5.0,[18R10008],2020.0,Other,661.9,620.1,525.2,270.3,313.9,382.3,405.6,364.4,359.3,358.0,325.0,302.9,4888.9,59.0,Landfill Facility
573,Fulton County Landfill,5.0,[18R10008],2020.0,Other,3008.1,2667.6,3011.7,3241.2,3321.2,3505.6,3709.7,3524.3,3653.1,3603.0,3180.6,3245.2,39671.3,59.0,Landfill Facility
574,Fulton County Landfill,5.0,[18R10008],2020.0,Other,4508.5,2841.3,3995.1,3302.0,3911.4,8215.8,8329.5,8043.1,6894.9,6324.0,3283.9,3378.6,63028.1,64.0,Landfill Facility
575,Fulton County Landfill,5.0,[18R10008],2020.0,Fill,0.0,0.0,0.8,0.0,18.6,1166.9,413,10.2,2.0,24.5,1.0,0.0,1637.0,25.0,Landfill Facility
576,Fulton County Landfill,5.0,[18R10008],2020.0,Fill,2177.0,63.9,46.8,199.2,72.3,65.9,0,0.0,8.3,0.0,12.6,0.6,2646.6,27.0,Landfill Facility
577,Fulton County Landfill,5.0,[18R10008],2020.0,Other,1533.7,1367.3,1624.2,1230.7,1376.4,1679.4,1455,1220.9,1321.8,1262.6,1164.0,1716.2,16952.2,44.0,Landfill Facility
578,Fulton County Landfill,5.0,[18R10008],2020.0,Other,475.2,314.1,364.4,438.9,429.0,236.8,207.30,374.5,337.8,454.9,440.4,521.9,4595.2,34.0,Landfill Facility
579,Fulton County Landfill,5.0,[18R10008],2020.0,Fill,0.0,0.0,22.0,69.2,44.2,23.6,0.00,0.0,0.0,0.0,0.0,0.0,159.0,27.0,Landfill Facility
580,Green Ridge RDF,5.0,[46S27],2020.0,Asbestos,275.35,66.73,82.97,59.18,1033.09,678.77,313.95,126.49,94.49,309.51,693.4,124.03,3857.96,NR,Landfill Facility
581,Green Ridge RDF,5.0,[46S27],2020.0,General C&D Debris,3614.91,3489.7,4460.89,3989.45,4607.89,6341.2,5924.88,4678.52,6249.81,4324.83,4726.04,3906.92,56315.04,NR,Landfill Facility
582,Green Ridge RDF,5.0,[46S27],2020.0,Other,2568.5,2805.35,3716.97,3939.05,4367.57,1588.81,1368.77,1332.7,1512.61,1836.25,1632.52,3063.24,29732.34,NR,Landfill Facility
583,Green Ridge RDF,5.0,[46S27],2020.0,Other,10545.68,9486.97,8680.14,7741.17,9159.32,12451.49,13951.24,15216.44,17025.74,20223.97,17923.5,18930.72,161336.38,NR,Landfill Facility
584,Green Ridge RDF,5.0,[46S27],2020.0,Fill,0.0,0.0,4.89,0.0,0.0,1231.43,1170.11,9273.59,4378.92,0.0,0.0,0.0,16058.94,NR,Landfill Facility
585,Green Ridge RDF,5.0,[46S27],2020.0,Other,364.7,0.0,0.0,10.47,238.03,67.5,444.49,93.87,0.0,9.91,0.0,15.04,1244.01,NR,Landfill Facility
586,North Elba Transfer Station,5.0,[16R29],2019.0,General C&D Debris,12.82,6.32,4.29,17.84,17.64,28.28,31.48,38.24,61.27,39.35,20.29,8.26,286.08,NR,Landfill Facility
587,X-Plo LCD Lf,5.0,[10D05],2019.0,Yard Waste,0.0,0.0,0.0,0.0,0.0,0.0,120,48.0,516.0,36.0,0.0,0.0,720.0,NR,Landfill Facility
588,Ava Landfill,6.0,[33LS0008],2020.0,Asbestos,3340.69,4426.28,10614.3,568.99,727.52,232.42,1214.31,787.75,727.37,527.05,493.11,385.56,24045.35,NR,Landfill Facility
589,Ava Landfill,6.0,[33LS0008],2020.0,General C&D Debris,9334.82,7682.81,6752.86,8934.29,5327.86,6418.57,6538.74,5784.98,6104.62,5677.02,5058.89,3723.58,77339.04,NR,Landfill Facility
590,Ava Landfill,6.0,[33LS0008],2020.0,Other,183.71,91.94,202.39,101.42,179.37,1421.3,89.99,296.81,199.53,674.97,223.74,329.05,3994.22,NR,Landfill Facility
591,Ava Landfill,6.0,[33LS0008],2020.0,Other,13646.31,11491.7,13736.79,13918.69,15030.57,16614.5,16937.55,15491.02,15738.79,15305.03,14672.47,14012.08,176595.5,NR,Landfill Facility
592,Ava Landfill,6.0,[33LS0008],2020.0,Other,1976.03,1964.89,2360.29,1858.65,2130.64,2300.63,2114.92,1812.53,1924.63,1887.31,1773.38,1861.54,23965.44,NR,Landfill Facility
593,Ava Landfill,6.0,[33LS0008],2020.0,Other,34.39,25.61,28.4,22.14,26.95,14.18,34.30,24.12,23.06,28.25,23.04,29.51,313.95,NR,Landfill Facility
594,Clinton County Landfill,6.0,[10C10004],2019.0,General C&D Debris,1138.97,640.16,760.4,787.36,999.28,1010.33,1416.4,1416.4,1481.35,2387.84,4508.95,6736.48,23283.92,NR,Landfill Facility
595,Auburn MRF,7.0,[06R10004],2020.0,Asbestos,0.11,0.0,0.0,0.0,0.01,0.29,0,0.0,0.38,0.0,0.17,0.0,0.96,140.0,Landfill Facility
596,Auburn MRF,7.0,[06R10004],2020.0,General C&D Debris,127.59,86.6,160.11,127.71,127.71,184.54,171.73,2.2,1.8,8.1,2.3,0.0,1000.39,51.0,Landfill Facility
597,Auburn MRF,7.0,[06R10004],2020.0,Other,887.13,738.58,892.96,1093.02,1031.37,1110.12,1167.18,1043.35,1749.64,1930.15,1680.55,401.72,13725.77,47.0,Landfill Facility
598,Auburn MRF,7.0,[06R10004],2020.0,Other,237.79,222.24,250.2,208.14,237.43,255.93,1.73,0.0,0.0,0.0,0.0,0.0,1413.46,31.0,Landfill Facility
599,Auburn MRF,7.0,[06R10004],2020.0,Fill,10.94,11.91,8.81,12.0,13.45,18.86,28.09,21.66,19.1,19.42,17.46,4.99,186.69,31.0,Landfill Facility
600,Cayuga Ash Disposal Facility,7.0,[55N02],2020.0,Other,0.0,0.0,1.39,12.58,11.32,10.85,0,12.21,7.88,0.0,0.0,0.0,56.23,NR,Landfill Facility
601,Clinton County Landfill,7.0,[10C10004],2019.0,Other,609.91,535.99,765.84,657.7,807.09,837.74,1759.22,1257.48,781.93,7590.64,1318.03,4272.87,21194.44,NR,Landfill Facility
602,Cortland County Landfill Westside Extension,7.0,[12LS0001],2020.0,Asbestos,6.0,0.0,0.0,0.0,0.0,0.0,2.00,6.0,0.0,0.0,6.0,3.0,23.0,80.0,Landfill Facility
603,Cortland County Landfill Westside Extension,7.0,[12LS0001],2020.0,General C&D Debris,80.0,104.0,124.0,90.0,84.0,152.0,116.00,143.0,129.0,161.0,174.0,62.0,1419.0,80.0,Landfill Facility
604,Cortland County Landfill Westside Extension,7.0,[12LS0001],2020.0,Other,2077.0,1793.0,2324.0,2471.0,2548.0,2730.0,2426.00,2399.0,2414.0,2503.0,2452.0,2145.0,28282.0,80.0,Landfill Facility
605,Cortland County Landfill Westside Extension,7.0,[12LS0001],2020.0,Other,411.0,387.0,490.0,465.0,424.0,478.0,467.00,389.0,373.0,485.0,428.0,520.0,5317.0,80.0,Landfill Facility
606,Cortland County Landfill Westside Extension,7.0,[12LS0001],2020.0,Other,0.0,333.0,175.0,105.0,148.0,204.0,186.00,180.0,216.0,210.0,187.0,211.0,2155.0,NR,Landfill Facility
607,Madison County West Side Extension LF,7.0,[27LS0016],2020.0,General C&D Debris,511.84,253.94,362.75,402.36,545.22,719.0,840.60,550.82,673.7,718.58,626.11,413.61,6618.53,NR,Landfill Facility
608,Madison County West Side Extension LF,7.0,[27LS0016],2020.0,Other,2949.04,2536.17,3108.93,3066.19,3323.11,3666.4,4402.76,4931.88,3655.84,3790.21,3332.7,3312.07,42075.3,NR,Landfill Facility
609,Madison County West Side Extension LF,7.0,[27LS0016],2020.0,Other,392.83,444.55,587.9,413.72,427.82,373.59,465.96,359.83,450.09,576.01,494.39,545.87,5532.56,NR,Landfill Facility
610,Clinton County Landfill,8.0,[10C10004],2019.0,Other,11463.53,7690.25,7596.99,12186.49,14787.87,15685.42,18387.74,17145.56,19294.51,26438.28,21657.49,19075.94,191410.07,NR,Landfill Facility
611,High Acres Western Expansion Landfill,8.0,[28S32],2020.0,Asbestos,220.0,299.0,455.0,209.0,182.0,476.0,387,300.0,283.0,450.0,140.0,735.0,4136.0,NR,Landfill Facility
612,High Acres Western Expansion Landfill,8.0,[28S32],2020.0,General C&D Debris,15330.0,11488.0,16229.0,15667.0,13846.0,12891.0,17950,12945.0,9202.0,8027.0,8093.0,8067.0,149735.0,NR,Landfill Facility
613,High Acres Western Expansion Landfill,8.0,[28S32],2020.0,Other,1353.0,759.0,756.0,629.0,966.0,2273.0,3110,2192.0,1925.0,2101.0,2630.0,2056.0,20750.0,NR,Landfill Facility
614,High Acres Western Expansion Landfill,8.0,[28S32],2020.0,Other,58654.0,49790.0,56984.0,54696.0,56006.0,68403.0,65372,62796.0,65078.0,64077.0,60515.0,55520.0,717891.0,NR,Landfill Facility
615,High Acres Western Expansion Landfill,8.0,[28S32],2020.0,Fill,29.0,292.0,51.0,202.0,233.0,277.0,150,179.0,55.0,128.0,51.0,0.0,1647.0,NR,Landfill Facility
616,High Acres Western Expansion Landfill,8.0,[28S32],2020.0,Other,4496.0,4059.0,4469.0,4650.0,4553.0,4894.0,4960,4052.0,4343.0,4572.0,4012.0,4766.0,53826.0,NR,Landfill Facility
617,Mill Seat SLF,8.0,[28S31],2020.0,Asbestos,219.0,1300.0,590.0,306.0,453.0,667.0,152.00,214.0,425.0,571.0,1373.0,2414.0,8684.0,NR,Landfill Facility
618,Mill Seat SLF,8.0,[28S31],2020.0,General C&D Debris,1532.0,1954.0,1524.0,2569.0,2477.0,2104.0,2434.00,2751.0,6556.0,8579.0,14410.0,7842.0,54732.0,NR,Landfill Facility
619,Mill Seat SLF,8.0,[28S31],2020.0,Other,807.0,650.0,1191.0,897.0,1731.0,2282.0,2845.00,1579.0,784.0,1048.0,602.0,618.0,15034.0,NR,Landfill Facility
620,Mill Seat SLF,8.0,[28S31],2020.0,Other,38914.0,29832.0,35198.0,31855.0,34652.0,42462.0,41434.00,39698.0,41170.0,41178.0,40490.0,38602.0,455485.0,NR,Landfill Facility
621,Mill Seat SLF,8.0,[28S31],2020.0,Other,2591.0,2308.0,2453.0,2617.0,2584.0,2697.0,2650,2240.0,2569.0,3071.0,2269.0,2844.0,30893.0,NR,Landfill Facility
622,Seneca Meadows LF,8.0,[50S08],2020.0,Asbestos,877.3,447.2,469.0,732.2,827.9,292.3,507.60,788.7,936.2,1019.8,1415.7,659.8,8973.7,NR,Landfill Facility
623,Seneca Meadows LF,8.0,[50S08],2020.0,Ash & Cement Alternatives,577.5,497.4,840.1,264.4,390.1,401.8,669.70,1871.1,1088.5,1509.6,2527.1,1431.5,12068.8,NR,Landfill Facility
624,Seneca Meadows LF,8.0,[50S08],2020.0,General C&D Debris,3498.5,3251.7,4766.2,4025.7,4659.5,6888.1,3724.50,18460.9,19884.6,22963.1,18115.1,17365.2,127603.1,NR,Landfill Facility
625,Seneca Meadows LF,8.0,[50S08],2020.0,Fill,1019.0,656.4,806.7,703.4,2892.7,2123.1,1691.10,6989.1,6987.3,4715.5,5362.4,8600.9,42547.6,NR,Landfill Facility
626,Seneca Meadows LF,8.0,[50S08],2020.0,Other,6098.1,5088.8,6218.7,5137.7,4870.0,3652.8,3980.80,3488.0,3658.9,3290.4,3053.9,3168.1,51706.2,NR,Landfill Facility
627,Seneca Meadows LF,8.0,[50S08],2020.0,Other,1286.7,1297.7,1559.3,1123.5,1134.3,1252.7,857.00,981.3,1111.1,1182.6,1071.9,1134.6,13992.7,NR,Landfill Facility
628,Seneca Meadows LF,8.0,[50S08],2020.0,Other,131993.0,99825.2,110768.8,81752.5,100617.1,128472.9,150885.20,141372.2,142869.9,147104.2,119419.3,119310.6,1474390.9,NR,Landfill Facility
629,Seneca Meadows LF,8.0,[50S08],2020.0,Fill,407.7,591.0,1314.5,956.6,954.1,735.7,575.30,1121.7,981.4,849.1,716.1,950.6,10153.8,NR,Landfill Facility
630,Victor Insulators Inc,8.0,[35N01],2020.0,Other,16.94,15.76,25.61,17.77,12.04,15.91,19.55,16.13,16.85,14.07,13.27,13.8,197.7,NR,Landfill Facility
631,Allied Waste Niagara Falls Landfill,9.0,[32S11],2020.0,Asbestos,213.0,201.0,295.0,274.0,150.0,383.0,372,911.0,232.0,148.0,322.0,230.0,3731.0,NR,Landfill Facility
632,Allied Waste Niagara Falls Landfill,9.0,[32S11],2020.0,General C&D Debris,19208.0,16060.0,17230.0,17353.0,20401.0,28824.0,27060,23955.0,26802.0,28720.0,24622.0,18687.0,268922.0,NR,Landfill Facility
633,Allied Waste Niagara Falls Landfill,9.0,[32S11],2020.0,Other,25205.0,9909.0,13553.0,8787.0,5583.0,11030.0,6447,10003.0,10221.0,7487.0,11477.0,12219.0,131921.0,NR,Landfill Facility
634,Allied Waste Niagara Falls Landfill,9.0,[32S11],2020.0,Fill,0.0,0.0,0.0,0.0,0.0,0.0,931,0.0,0.0,17.0,0.0,0.0,948.0,NR,Landfill Facility
635,Allied Waste Niagara Falls Landfill,9.0,[32S11],2020.0,Other,279.0,415.0,496.0,406.0,466.0,579.0,452,384.0,330.0,243.0,232.0,319.0,4601.0,NR,Landfill Facility
636,Allied Waste Niagara Falls Landfill,9.0,[32S11],2020.0,Fill,377.0,420.0,537.0,450.0,477.0,1156.0,1127,581.0,672.0,473.0,316.0,375.0,6961.0,NR,Landfill Facility
637,Hyland Landfill,9.0,[02S17],2020.0,Asbestos,47.13,60.59,15.53,10.97,7.39,13.22,8.82,52.86,49.78,23.8,14.32,114.92,419.33,NR,Landfill Facility
638,Hyland Landfill,9.0,[02S17],2020.0,General C&D Debris,1794.28,3435.47,3753.88,3706.24,1689.8,2693.8,1148.32,966.16,452.49,1774.39,1860.91,1725.16,25000.9,NR,Landfill Facility
639,Hyland Landfill,9.0,[02S17],2020.0,Other,668.96,475.32,677.61,646.07,415.94,378.22,1483.34,1572.89,1454.35,2644.81,1315.08,367.5,12100.09,NR,Landfill Facility
640,Hyland Landfill,9.0,[02S17],2020.0,Other,22823.16,21571.07,24702.22,20106.36,21600.09,22203.99,23206.11,20177.97,20778.53,24647.62,22058.17,23742.94,267618.23,NR,Landfill Facility
641,Hyland Landfill,9.0,[02S17],2020.0,Fill,0.0,0.0,0.0,0.0,601.42,90.75,0.00,0.0,0.0,0.0,0.0,65.08,757.25,NR,Landfill Facility
642,Hyland Landfill,9.0,[02S17],2020.0,Other,5607.47,5213.73,5609.47,5694.66,5523.79,5657.97,5928.98,5608.11,5593.14,6556.78,6329.62,6597.57,69921.29,NR,Landfill Facility
